WORDCOUNTS,WEIGHT
the,147
to,96
and,84
of,82
is,61
a,50
in,50
we,40
you,38
english,37
business,37
for,37
it,33
that,32
not,31
he,28
i,27
what,27
his,25
with,24
will,22
are,22
no,21
as,18
but,18
be,18
man,17
do,17
who,14
has,14
write,14
at,13
if,13
our,13
so,13
him,13
an,13
by,12
must,12
himself,12
expression,11
from,11
your,11
on,11
want,10
have,10
boy,9
or,9
people,9
own,9
they,8
their,8
one,8
demands,8
see,8
its,8
good,8
why,7
more,7
writes,7
subject,7
nothing,7
now,6
about,6
thought,6
get,6
read,6
us,6
cost,6
expressed,6
larkin,6
work,6
whole,6
think,6
which,6
such,6
this,6
essay,6
teach,6
can,6
world,6
than,6
child,5
how,5
talk,5
home,5
these,5
shop,5
my,5
new,5
them,5
books,5
because,5
say,5
makes,5
would,5
high,5
speak,5
men,5
young,5
when,5
matter,4
she,4
make,4
any,4
before,4
girls,4
t,4
every,4
give,4
factory,4
important,4
all,4
speaks,4
words,4
other,4
could,4
teachers,4
living,4
let,4
boys,4
well,4
language,4
needs,4
up,4
look,4
attention,4
may,3
today,3
mother,3
been,3
indeed,3
opportunity,3
understand,3
education,3
face,3
had,3
doing,3
history,3
into,3
then,3
teaching,3
most,3
first,3
law,3
know,3
many,3
longer,3
best,3
college,3
very,3
take,3
there,3
understood,3
teacher,3
cannot,3
empty,3
eye,3
style,3
her,3
compel,3
art,3
point,3
letter,3
facts,3
express,3
points,3
interest,3
wish,3
leave,3
least,3
hat,3
become,3
always,3
value,3
should,3
go,2
customers,2
forceful,2
york,2
along,2
page,2
crying,2
way,2
letters,2
aim,2
prize,2
service,2
stating,2
mean,2
broaden,2
ultimate,2
sympathetic,2
ask,2
life,2
study,2
essays,2
hope,2
slogan,2
yet,2
me,2
bad,2
cause,2
thinking,2
same,2
barrel,2
attain,2
show,2
only,2
follow,2
eloquence,2
sciences,2
s,2
answers,2
savonarola,2
company,2
consideration,2
seem,2
attire,2
medicine,2
desire,2
simple,2
right,2
time,2
children,2
follows,2
out,2
hear,2
products,2
endeavor,2
great,2
reasons,2
expressions,2
person,2
mind,2
hand,2
present,2
pardon,2
acquire,2
ofiice,2
something,2
system,2
magazines,2
distribution,2
profit,2
save,2
public,2
money,2
while,2
u,2
wants,2
voice,2
sir,2
some,2
infant,2
literature,2
made,2
start,2
little,2
x,2
through,2
purpose,2
dollar,2
loss,2
confidence,2
englisx,2
manufacturing,2
much,2
causes,2
reduces,2
writing,2
learned,2
thus,2
call,2
advertising,2
full,2
tell,2
gloves,2
co,2
offer,2
keep,2
like,2
below,2
need,2
direct,2
general,2
order,2
strive,2
single,2
successful,2
c,2
find,2
create,2
looks,2
given,2
journal,2
seek,2
encyclopedia,2
prizes,2
generation,2
pupils,2
keyword,2
word,2
field,1
appeal,1
promised,1
dealing,1
things,1
surroundings,1
f,1
cogs,1
asking,1
syntax,1
girl,1
aspirations,1
alive,1
produces,1
