id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract	mystery
10.2307/801236	10.2307/801236	Book Notices		The English Journal	7	4	1918-04-01T00:00:00Z	pp. 283-284	National Council of Teachers of English	mis			
10.2307/801072	10.2307/801072	The Use of the Conference Hour	Wahnita De Long	The English Journal	4	3	1915-03-01T00:00:00Z	pp. 186-190	National Council of Teachers of English	fla			
10.2307/800900	10.2307/800900	The Relation of the Picture Play to Literature	Alfred M. Hitchcock	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 292-298	National Council of Teachers of English	fla			
10.2307/800833	10.2307/800833	Four Problems for the Council	Edwin M. Hopkins	The English Journal	1	1	1912-01-01T00:00:00Z	p. 49	National Council of Teachers of English	fla			
10.2307/801294	10.2307/801294	Editorial: Construction or Reconstruction. Death's Toll. Theodore Clarence Mitchill	Edwin Fairley	The English Journal	8	2	1919-02-01T00:00:00Z	pp. 126-128	National Council of Teachers of English	fla			
10.2307/801634	10.2307/801634	The Struggling High-School Library	Mabel Fletcher	The English Journal	4	6	1915-06-01T00:00:00Z	pp. 357-361	National Council of Teachers of English	fla			
10.2307/800925	10.2307/800925	The Child and the Book in War Times	Clara Whitehill Hunt	The English Journal	7	8	1918-10-01T00:00:00Z	pp. 487-496	National Council of Teachers of English	fla			
10.2307/801607	10.2307/801607	Literature, the Teacher, and the Teens	Waitman Barbe	The English Journal	6	6	1917-06-01T00:00:00Z	pp. 361-371	National Council of Teachers of English	fla			
10.2307/801510	10.2307/801510	On the Correlation of English Poems with History	Edna Osborne	The English Journal	6	2	1917-02-01T00:00:00Z	p. 114	National Council of Teachers of English	fla			
10.2307/801255	10.2307/801255	Literature in the Light of the War	Percy H. Boynton	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 77-86	National Council of Teachers of English	fla			
10.2307/801026	10.2307/801026	The Pity of It	Robert W. Neal	The English Journal	2	9	1913-11-01T00:00:00Z	p. 597	National Council of Teachers of English	fla			
10.2307/800968	10.2307/800968	Book Notices		The English Journal	5	7	1916-09-01T00:00:00Z	pp. 522-523	National Council of Teachers of English	mis			
10.2307/801473	10.2307/801473	Examinations in English	Samuel C. Earle	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 612-619	National Council of Teachers of English	fla			
10.2307/801275	10.2307/801275	Helping Men to Help Themselves	Mary Elliott Johnson	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 613-614	National Council of Teachers of English	fla			
10.2307/802643	10.2307/802643	Better-English Clubs	Claudia E. Crumpton	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 129-134	National Council of Teachers of English	fla			
10.2307/800826	10.2307/800826	Volume Information		The English Journal	1	1	1912-01-01T00:00:00Z	pp. i-viii	National Council of Teachers of English	mis			
10.2307/801631	10.2307/801631		Walter Barnes	The English Journal	3	9	1914-11-01T00:00:00Z	pp. 597-598	National Council of Teachers of English	brv	Literature for Children|Orton Lowe		
10.2307/801181	10.2307/801181	Ode to Mathematics	Rebecca Nadwomey	The English Journal	2	3	1913-03-01T00:00:00Z	p. 192	National Council of Teachers of English	fla			
10.2307/801340	10.2307/801340	The Test We Must Meet	William D. Lewis	The English Journal	2	7	1913-09-01T00:00:00Z	pp. 417-421	National Council of Teachers of English	fla			
10.2307/800859	10.2307/800859	English Literature Courses in the Small College	Henry A. Burd	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 99-108	National Council of Teachers of English	fla			
10.2307/801530	10.2307/801530	The Freshman and His College	P. H. B.	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 674-675	National Council of Teachers of English	brv	The Freshman and His College: A College Manual|Francis Cummins Lockwood		
10.2307/801552	10.2307/801552	Front Matter		The English Journal	7	1	1918-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801560	10.2307/801560	Back Matter		The English Journal	7	1	1918-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801350	10.2307/801350	Book Notices		The English Journal	2	7	1913-09-01T00:00:00Z	pp. 474-475	National Council of Teachers of English	mis			
10.2307/802075	10.2307/802075	The New Spirit out of the Dark: A Playlet of France under the Old Régime	Ethel M. Feuerlicht	The English Journal	8	10	1919-12-01T00:00:00Z	pp. 627-632	National Council of Teachers of English	fla			
10.2307/801280	10.2307/801280	Editorial: Who Makes the School?		The English Journal	6	9	1917-11-01T00:00:00Z	p. 623	National Council of Teachers of English	fla			
10.2307/801526	10.2307/801526	Ad Socios	Christopher Robert Stapleton	The English Journal	2	10	1913-12-01T00:00:00Z	p. 662	National Council of Teachers of English	fla			
10.2307/801137	10.2307/801137	Some Experiences with Oral Composition	H. K. Munroe	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 359-363	National Council of Teachers of English	fla			
10.2307/802664	10.2307/802664	Laboratory Work Once More	E. Dudley Parsons	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 471-473	National Council of Teachers of English	fla			
10.2307/800891	10.2307/800891	Local Color	Myra L. McCoy	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 331-333	National Council of Teachers of English	fla			
10.2307/801237	10.2307/801237	Back Matter		The English Journal	7	4	1918-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801562	10.2307/801562	Preparation for College English Teaching	Raymond MacDonald Alden	The English Journal	2	6	1913-06-01T00:00:00Z	pp. 344-356	National Council of Teachers of English	fla			
10.2307/801732	10.2307/801732	Short Stories in the High School	W. Wilbur Hatfield	The English Journal	3	8	1914-10-01T00:00:00Z	pp. 528-529	National Council of Teachers of English	brv	Selected Short Stories|Claude M. Fuess, A Collection of Short Stories|L. A. Pittenger, Types of the Short Story|Benjamin A. Heydrick		
10.2307/801310	10.2307/801310	A Real Children's Dictionary	H. M. S.	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 456-457	National Council of Teachers of English	brv	The Winston Simplified Dictionary|William D. Lewis;Edgar A. Singer		
10.2307/801457	10.2307/801457	Book Notices		The English Journal	1	5	1912-05-01T00:00:00Z	pp. 319-320	National Council of Teachers of English	mis			
10.2307/801501	10.2307/801501	Front Matter		The English Journal	6	2	1917-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801611	10.2307/801611	Delimitation of the Spelling Problem	John A. Lester	The English Journal	6	6	1917-06-01T00:00:00Z	pp. 402-411	National Council of Teachers of English	fla			
10.2307/801384	10.2307/801384	The Waste of Unlearning	Charles R. Rounds	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 214-220	National Council of Teachers of English	fla			
10.2307/801166	10.2307/801166	The Standard of American Speech	Fred Newton Scott	The English Journal	6	1	1917-01-01T00:00:00Z	pp. 1-11	National Council of Teachers of English	fla			
10.2307/801455	10.2307/801455	"Narrative and Lyric Poems for Students," A Rejoinder	S. S. Seward, Jr.	The English Journal	1	5	1912-05-01T00:00:00Z	pp. 310-314	National Council of Teachers of English	fla			
10.2307/801585	10.2307/801585	Editorial: Shall Grammar Be Dropped? New York in November		The English Journal	5	5	1916-05-01T00:00:00Z	pp. 360-361	National Council of Teachers of English	fla			
10.2307/800966	10.2307/800966	A Speech Symposium	Louis W. Rapeer	The English Journal	5	7	1916-09-01T00:00:00Z	pp. 519-520	National Council of Teachers of English	brv	Journal of Opthalomology, Otology, and Laryngology. April 1916		
10.2307/802192	10.2307/802192	Back Matter		The English Journal	9	5	1920-05-01T00:00:00Z	p. 304	National Council of Teachers of English	mis			
10.2307/801443	10.2307/801443	News and Notes	Elizabeth Lodor, Edwin Fairley, W. Patterson Atkinson	The English Journal	1	7	1912-09-01T00:00:00Z	pp. 442-453	National Council of Teachers of English	mis			
10.2307/800881	10.2307/800881		J. F. H.	The English Journal	6	3	1917-03-01T00:00:00Z	pp. 204-205	National Council of Teachers of English	brv	Problems of Secondary Education|David Samuel Snedden		
10.2307/802274	10.2307/802274	Front Matter		The English Journal	9	10	1920-12-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802662	10.2307/802662	English in the Junior High School	Thomas H. Briggs	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 467-469	National Council of Teachers of English	fla			
10.2307/800913	10.2307/800913	Articulation of English Teaching in the Elementary and High Schools	Mary B. Fontaine	The English Journal	3	7	1914-09-01T00:00:00Z	pp. 416-421	National Council of Teachers of English	fla			
10.2307/801400	10.2307/801400	Training Children to Read Good Literature	Lucy M. Gardner	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 248-253	National Council of Teachers of English	fla			
10.2307/802185	10.2307/802185	Help and Be Helped!	Claudia E. Crumpton	The English Journal	9	5	1920-05-01T00:00:00Z	pp. 284-286	National Council of Teachers of English	fla			
10.2307/801565	10.2307/801565	Teaching Shakespeare to Engineers	Charles Washburn Nichols	The English Journal	2	6	1913-06-01T00:00:00Z	pp. 366-369	National Council of Teachers of English	fla			
10.2307/801587	10.2307/801587	Book Notices		The English Journal	5	5	1916-05-01T00:00:00Z	p. 370	National Council of Teachers of English	mis			
10.2307/801850	10.2307/801850	New and Notes	Ernest C. Noyes	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 513-519	National Council of Teachers of English	mis			
10.2307/801314	10.2307/801314	Literature as Educational Means	Alexis F. Lange	The English Journal	5	6	1916-06-01T00:00:00Z	pp. 371-378	National Council of Teachers of English	fla			
10.2307/802649	10.2307/802649	The Library Hour in the Normal School	Edith W. Moses	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 170-172	National Council of Teachers of English	fla			
10.2307/801788	10.2307/801788	Book Notices		The English Journal	2	2	1913-02-01T00:00:00Z	p. 143	National Council of Teachers of English	mis			
10.2307/800941	10.2307/800941	Book Notices		The English Journal	3	5	1914-05-01T00:00:00Z	pp. 329-330	National Council of Teachers of English	mis			
10.2307/800888	10.2307/800888	Inspiration in Freshman Composition	Helene B. Magee	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 313-321	National Council of Teachers of English	fla			
10.2307/801029	10.2307/801029	A Manual for Writers	J. W. Linn	The English Journal	2	9	1913-11-01T00:00:00Z	p. 605	National Council of Teachers of English	brv	A Manual for Writers. Covering the Needs of Authors for Information on Rules of Writing and Practices in Printing|John Matthews Manly;John Arthur Powell		
10.2307/801298	10.2307/801298	Book Notices		The English Journal	8	2	1919-02-01T00:00:00Z	pp. 140-141	National Council of Teachers of English	mis			
10.2307/801803	10.2307/801803	Do Thought-Courses Produce Thinking?	Joseph M. Thomas	The English Journal	5	2	1916-02-01T00:00:00Z	pp. 79-88	National Council of Teachers of English	fla			
10.2307/801285	10.2307/801285	Front Matter		The English Journal	8	2	1919-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802666	10.2307/802666	Editorial: Saving the Project. Professional Citizenship	W. Wilbur Hatfield	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 476-477	National Council of Teachers of English	fla			
10.2307/802451	10.2307/802451	Back Matter		The English Journal	9	2	1920-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/800942	10.2307/800942	What Is the Best Preparation for the College Teacher of English? Training for Teaching and Training for Research	John Harrington Cox	The English Journal	2	4	1913-04-01T00:00:00Z	pp. 207-214	National Council of Teachers of English	fla			
10.2307/801227	10.2307/801227	Cinderella	Raymond Weeks	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 260-262	National Council of Teachers of English	fla			
10.2307/801107	10.2307/801107	Editorial: A Question of Values		The English Journal	6	7	1917-09-01T00:00:00Z	pp. 477-478	National Council of Teachers of English	fla			
10.2307/801694	10.2307/801694	As to the Forms of Discourse	Sterling Andrus Leonard	The English Journal	3	4	1914-04-01T00:00:00Z	pp. 201-211	National Council of Teachers of English	fla			
10.2307/801100	10.2307/801100	The Laboratory System in English	Francis Ingold Walker	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 445-453	National Council of Teachers of English	fla			
10.2307/802288	10.2307/802288	Back Matter		The English Journal	9	10	1920-12-01T00:00:00Z	p. 612	National Council of Teachers of English	mis			
10.2307/801303	10.2307/801303	Plays for the Time	Alec M. Drummond	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 419-428	National Council of Teachers of English	fla			
10.2307/801768	10.2307/801768	The Play Producer's Notebook	Clarence Stratton	The English Journal	8	5	1919-05-01T00:00:00Z	p. 325	National Council of Teachers of English	fla			
10.2307/802279	10.2307/802279	How Shall the Crooked Be Made Straight?	Emerson Grant Sutcliffe	The English Journal	9	10	1920-12-01T00:00:00Z	pp. 584-587	National Council of Teachers of English	fla			
10.2307/802983	10.2307/802983	Book Notices		The English Journal	9	9	1920-11-01T00:00:00Z	pp. 549-550	National Council of Teachers of English	mis			
10.2307/801487	10.2307/801487	Pageantry in America	Lotta A. Clark	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 146-153	National Council of Teachers of English	fla			
10.2307/801163	10.2307/801163	Book Notices		The English Journal	5	4	1916-04-01T00:00:00Z	pp. 297-298	National Council of Teachers of English	mis			
10.2307/802073	10.2307/802073	The Supervision of School Publications	Frances M. Perry	The English Journal	8	10	1919-12-01T00:00:00Z	pp. 617-622	National Council of Teachers of English	fla			
10.2307/800923	10.2307/800923	Book Notices		The English Journal	3	7	1914-09-01T00:00:00Z	pp. 461-462	National Council of Teachers of English	mis			
10.2307/801292	10.2307/801292	Rocking the Boat	Earl Hudelson	The English Journal	8	2	1919-02-01T00:00:00Z	pp. 122-123	National Council of Teachers of English	fla			
10.2307/801478	10.2307/801478	Outside Work for "Ivanhoe"	Julia Davenport Randall	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 657-658	National Council of Teachers of English	fla			
10.2307/801246	10.2307/801246	The Voice of Shakespeare	Charlotte V. Ashmoor	The English Journal	8	9	1919-11-01T00:00:00Z	p. 576	National Council of Teachers of English	fla			
10.2307/802654	10.2307/802654	Book Notices		The English Journal	9	3	1920-03-01T00:00:00Z	p. 184	National Council of Teachers of English	mis			
10.2307/801790	10.2307/801790	The Proposed Uniform Grammatical Nomenclature: A Criticism	Olin Dantzler Wannamaker	The English Journal	4	2	1915-02-01T00:00:00Z	pp. 82-89	National Council of Teachers of English	fla			
10.2307/801402	10.2307/801402	An Experiment in Literary Identifications	H. G. Paul	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 265-266	National Council of Teachers of English	fla			
10.2307/801380	10.2307/801380	Book Notices		The English Journal	4	8	1915-10-01T00:00:00Z	pp. 550-553	National Council of Teachers of English	mis			
10.2307/801659	10.2307/801659	Digest of Periodical Literature		The English Journal	5	3	1916-03-01T00:00:00Z	pp. 220-221	National Council of Teachers of English	mis			
10.2307/801838	10.2307/801838	Vocational and Moral Guidance through English Composition	Jesse B. Davis	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 457-465	National Council of Teachers of English	fla			
10.2307/801612	10.2307/801612	Organizing Drill on Fundamentals Like a Football Game	Sherwin Cody	The English Journal	6	6	1917-06-01T00:00:00Z	pp. 412-419	National Council of Teachers of English	fla			
10.2307/801869	10.2307/801869	The Ideal Course in English for Vocational Students (Concluded)	Sherwin Cody	The English Journal	3	6	1914-06-01T00:00:00Z	pp. 371-380	National Council of Teachers of English	fla			
10.2307/801579	10.2307/801579	The Use of the Magazine in English	James Cloyd Bowman	The English Journal	5	5	1916-05-01T00:00:00Z	pp. 332-340	National Council of Teachers of English	fla			
10.2307/801111	10.2307/801111	The Case of John Smith	Edmund K. Broadus	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 555-565	National Council of Teachers of English	fla			
10.2307/801084	10.2307/801084	High-School Grammar: II. An Investigation	J. C. Tressler	The English Journal	6	10	1917-12-01T00:00:00Z	pp. 645-657	National Council of Teachers of English	fla			
10.2307/801304	10.2307/801304	On the Value of Journal and Letter Writing as an Introduction to a Freshman Course in Exposition Writing	Mrs. Helen B. Magee	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 429-432	National Council of Teachers of English	fla			
10.2307/801183	10.2307/801183	In Memoriam [Grace Darling]		The English Journal	2	3	1913-03-01T00:00:00Z	p. 194	National Council of Teachers of English	nws			
10.2307/801840	10.2307/801840	Dramatization of School Classics	Maude M. Frank	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 476-481	National Council of Teachers of English	fla			
10.2307/801435	10.2307/801435	The Influence of the Study of Latin on the Student's Knowledge of English Grammar	Cyrus Lauron Hooper	The English Journal	1	7	1912-09-01T00:00:00Z	pp. 393-404	National Council of Teachers of English	fla			
10.2307/802980	10.2307/802980	Better English	J. Knowles Robbins, Claudia E. Crumpton	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 537-539	National Council of Teachers of English	fla			
10.2307/800961	10.2307/800961	Why Is a School Paper?	Dudley Miles	The English Journal	5	7	1916-09-01T00:00:00Z	pp. 486-490	National Council of Teachers of English	fla			
10.2307/801395	10.2307/801395	The Notebook as an Aid to Efficiency in English Classes	Charles R. Gaston	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 215-225	National Council of Teachers of English	fla			
10.2307/801680	10.2307/801680	The Philosophy of Real Composition	Homer A. Watt	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 153-162	National Council of Teachers of English	fla			
10.2307/801821	10.2307/801821	The National Council of Teachers of English: Proceedings of the Fifth Annual Meeting, Chicago, Illinois, November 25-27, 1915		The English Journal	5	1	1916-01-01T00:00:00Z	pp. 33-78	National Council of Teachers of English	mis			
10.2307/801240	10.2307/801240	The Revolution in the Field of Stammering	Ernest Tompkins	The English Journal	8	9	1919-11-01T00:00:00Z	pp. 527-534	National Council of Teachers of English	fla			
10.2307/801319	10.2307/801319	A Brief Summary of the Forthcoming Report of the National Joint Committee on the Reorganization of High-School English		The English Journal	5	6	1916-06-01T00:00:00Z	pp. 411-419	National Council of Teachers of English	fla			
10.2307/801791	10.2307/801791	Literature as an Interpretation of Life	F. C. Tilden	The English Journal	4	2	1915-02-01T00:00:00Z	pp. 90-98	National Council of Teachers of English	fla			
10.2307/802134	10.2307/802134	A Report on Better Speech Week	H. G. Paul	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 194-200	National Council of Teachers of English	fla			
10.2307/800906	10.2307/800906	We'll Now Hear the Minutes	Howard T. Viets	The English Journal	4	5	1915-05-01T00:00:00Z	pp. 333-335	National Council of Teachers of English	fla			
10.2307/801488	10.2307/801488	A Rebellious Word on English Composition	C. S. Duncan	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 154-159	National Council of Teachers of English	fla			
10.2307/800867	10.2307/800867		J. F. H.	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 134-135	National Council of Teachers of English	brv	The Tudor Shakespeare|W. A. Neilson;A. H. Thorndike		
10.2307/801517	10.2307/801517	Preparation in English for Business	Edward Harlan Webster	The English Journal	2	10	1913-12-01T00:00:00Z	pp. 613-617	National Council of Teachers of English	fla			
10.2307/801103	10.2307/801103	Cartooning Grammar	Mae C. Trovillion, Hester E. Renard	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 472-473	National Council of Teachers of English	fla			
10.2307/801714	10.2307/801714	Speech Improvement Week in the New Haven High School	Susan S. Sheridan	The English Journal	5	10	1916-12-01T00:00:00Z	pp. 703-704	National Council of Teachers of English	fla			
10.2307/801182	10.2307/801182	Editorial: Business English. The Ethics of Educational Journalism		The English Journal	2	3	1913-03-01T00:00:00Z	pp. 193-194	National Council of Teachers of English	fla			
10.2307/801606	10.2307/801606	Front Matter		The English Journal	6	6	1917-06-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802137	10.2307/802137	The Teaching of Shakespeare	Julia E. Booth	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 219-223	National Council of Teachers of English	fla			
10.2307/800939	10.2307/800939	Report of the Committee on the Articulation of the Elementary Course in English with the Course in English in the High School		The English Journal	3	5	1914-05-01T00:00:00Z	pp. 303-323	National Council of Teachers of English	fla			
10.2307/801055	10.2307/801055	Written Composition in the High School	Alice Jouveau Dubreuil	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 537-546	National Council of Teachers of English	fla			
10.2307/801284	10.2307/801284	Back Matter		The English Journal	6	9	1917-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801364	10.2307/801364	Editorial: Nationalization of Education		The English Journal	7	7	1918-09-01T00:00:00Z	pp. 468-469	National Council of Teachers of English	fla			
10.2307/801052	10.2307/801052	Book Notices		The English Journal	2	5	1913-05-01T00:00:00Z	pp. 331-333	National Council of Teachers of English	mis			
10.2307/801747	10.2307/801747	Book Notices		The English Journal	1	3	1912-03-01T00:00:00Z	pp. 190-192	National Council of Teachers of English	mis			
10.2307/801813	10.2307/801813	A Correction: Book Notices		The English Journal	5	2	1916-02-01T00:00:00Z	p. 150	National Council of Teachers of English	mis			
10.2307/801291	10.2307/801291	Report of the Committee on Economy of Time: I. The Mechanics of Writing	Mary Bird Fontaine, C. H. Ward, Mrs. G. B. Scott, Earl Hudelson	The English Journal	8	2	1919-02-01T00:00:00Z	pp. 105-121	National Council of Teachers of English	fla			
10.2307/801231	10.2307/801231	On Beginning a Library	Mrs. T. C. Jones	The English Journal	7	4	1918-04-01T00:00:00Z	p. 269	National Council of Teachers of English	fla			
10.2307/801614	10.2307/801614	News and Notes	Gertrude R. Schottenfels, Andrew H. Krug, O. B. Staples	The English Journal	6	6	1917-06-01T00:00:00Z	pp. 423-430	National Council of Teachers of English	mis			
10.2307/801112	10.2307/801112	Required American Literature	Nellie A. Stephenson	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 566-570	National Council of Teachers of English	fla			
10.2307/801121	10.2307/801121	News and Notes		The English Journal	4	9	1915-11-01T00:00:00Z	pp. 605-614	National Council of Teachers of English	mis			
10.2307/800844	10.2307/800844	News and Notes	Charles Swain Thomas, E. H. Kemper McComb	The English Journal	1	1	1912-01-01T00:00:00Z	pp. 58-61	National Council of Teachers of English	mis			
10.2307/801203	10.2307/801203	What the War Has Done for Me	P. Caspar Harvey	The English Journal	7	6	1918-06-01T00:00:00Z	pp. 394-396	National Council of Teachers of English	fla			
10.2307/801369	10.2307/801369	Oral Composition in Its Relation to Written	Joseph M. Thomas	The English Journal	4	8	1915-10-01T00:00:00Z	pp. 487-499	National Council of Teachers of English	fla			
10.2307/802140	10.2307/802140	How Do You Do It?	John H. Moffat	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 229-230	National Council of Teachers of English	fla			
10.2307/801816	10.2307/801816	Back Matter		The English Journal	5	2	1916-02-01T00:00:00Z	p. 156	National Council of Teachers of English	mis			
10.2307/801715	10.2307/801715	The Hamilton Summer School	John M. Clapp	The English Journal	5	10	1916-12-01T00:00:00Z	pp. 705-706	National Council of Teachers of English	fla			
10.2307/802145	10.2307/802145	Literature for the Junior High School	W. Wilbur Hatfield	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 241-242	National Council of Teachers of English	brv	Atlantic Prose and Poetry|Charles Swain Thomas;H. G. Paul, Junior High School Literature. Book I|William H. Elson;Christine M. Keck		
10.2307/801685	10.2307/801685	Emerson in the High School	Polly Heitman	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 203-206	National Council of Teachers of English	fla			
10.2307/801373	10.2307/801373	Magazine Poetry in the Classroom	Maurice W. Moe	The English Journal	4	8	1915-10-01T00:00:00Z	pp. 523-525	National Council of Teachers of English	fla			
10.2307/801093	10.2307/801093	Editorial: Figs from a Thistle		The English Journal	6	10	1917-12-01T00:00:00Z	pp. 692-693	National Council of Teachers of English	fla			
10.2307/801222	10.2307/801222	Supervision of English Teaching	Dudley Miles	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 229-236	National Council of Teachers of English	fla			
10.2307/801446	10.2307/801446	High-School Students' Rankings of English Classics	Charles Maxwell McConn	The English Journal	1	5	1912-05-01T00:00:00Z	pp. 257-272	National Council of Teachers of English	fla			
10.2307/801601	10.2307/801601	Pictures for Use in Teaching Literature	Cornella Carhart Ward	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 348-350	National Council of Teachers of English	mis			
10.2307/802135	10.2307/802135	Gleanings from the Class in Freshman English	Florence Livingston Joy	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 201-209	National Council of Teachers of English	fla			
10.2307/801035	10.2307/801035	Specific Aims in the Literature Course	G. Eunice Meers	The English Journal	8	8	1919-10-01T00:00:00Z	pp. 488-495	National Council of Teachers of English	fla			
10.2307/801079	10.2307/801079	Some New English Books	Cyrus Lauron Hooper	The English Journal	4	3	1915-03-01T00:00:00Z	pp. 210-212	National Council of Teachers of English	brv	Daily English Lessons|Willis H. Wilcox		
10.2307/800870	10.2307/800870	Wanted: A Bureau of Definition	Edwin M. Hopkins	The English Journal	6	3	1917-03-01T00:00:00Z	pp. 131-145	National Council of Teachers of English	fla			
10.2307/801423	10.2307/801423	Front Matter		The English Journal	8	6	1919-06-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801514	10.2307/801514	Back Matter		The English Journal	6	2	1917-02-01T00:00:00Z	p. 130	National Council of Teachers of English	mis			
10.2307/801543	10.2307/801543	Why Teach Common and Proper Nouns?	W. H. Wilcox	The English Journal	8	3	1919-03-01T00:00:00Z	pp. 174-178	National Council of Teachers of English	fla			
10.2307/801389	10.2307/801389	A New Type of Interscholastic Contest	John M. Clapp	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 237-240	National Council of Teachers of English	fla			
10.2307/801783	10.2307/801783	"Paragraphs as Trains"--The Caboose	J. M. Grainger	The English Journal	2	2	1913-02-01T00:00:00Z	p. 126	National Council of Teachers of English	fla			
10.2307/801589	10.2307/801589	Front Matter		The English Journal	6	5	1917-05-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801500	10.2307/801500	Book Notices		The English Journal	3	3	1914-03-01T00:00:00Z	pp. 197-199	National Council of Teachers of English	mis			
10.2307/801018	10.2307/801018		John M. Clapp	The English Journal	3	1	1914-01-01T00:00:00Z	pp. 65-67	National Council of Teachers of English	brv	London in English Literature|Percy H. Boynton		
10.2307/801600	10.2307/801600	The Play Producer's Notebook	Allan Abbott	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 347-348	National Council of Teachers of English	fla			
10.2307/801605	10.2307/801605	Back Matter		The English Journal	6	5	1917-05-01T00:00:00Z	p. 360	National Council of Teachers of English	mis			
10.2307/801595	10.2307/801595	Socializing outside Reading	Dudley Miles	The English Journal	6	5	1917-05-01T00:00:00Z	pp. 330-333	National Council of Teachers of English	fla			
10.2307/801753	10.2307/801753	The Business-English Situation in the Secondary Schools	Leverett S. Lyon	The English Journal	7	9	1918-11-01T00:00:00Z	pp. 576-587	National Council of Teachers of English	fla			
10.2307/800936	10.2307/800936	The Neglected Side of English	Calvin L. Lewis	The English Journal	3	5	1914-05-01T00:00:00Z	pp. 282-289	National Council of Teachers of English	fla			
10.2307/800893	10.2307/800893	Grammar for the Grammarless	Martha Elliot Clay	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 334-337	National Council of Teachers of English	fla			
10.2307/800895	10.2307/800895	News and Notes	John M. Clapp, H. N. MacCracken, Mrs. Cornelia Steketee Hulst, Edwin L. Miller, Charles S. Osgood	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 339-350	National Council of Teachers of English	mis			
10.2307/801491	10.2307/801491	Some Experiments in Oral English in the High School	Mrs. L. M. Russell	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 176-180	National Council of Teachers of English	fla			
10.2307/801312	10.2307/801312	Back Matter		The English Journal	8	7	1919-09-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/802979	10.2307/802979	Plays by St. Louis High Schools	Clarence Stratton	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 536-537	National Council of Teachers of English	fla			
10.2307/801301	10.2307/801301	On Setting up Composition Targets	Sterling Andrus Leonard	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 401-411	National Council of Teachers of English	fla			
