id	doi	title	author	journaltitle	volume	issue	pubdate	pagerange	publisher	type	reviewed-work	abstract	mystery
10.2307/800980	10.2307/800980	Book Notices		The English Journal	6	8	1917-10-01T00:00:00Z	p. 573	National Council of Teachers of English	mis			
10.2307/801538	10.2307/801538	The National Council of Teachers of English: Proceedings of the Fourth Annual Meeting, Chicago, November 26 to 28, 1914		The English Journal	4	1	1915-01-01T00:00:00Z	pp. 47-74	National Council of Teachers of English	mis			
10.2307/801185	10.2307/801185	Gentility in English Literature	Percy H. Boynton	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 203-204	National Council of Teachers of English	brv	Chivalry in English Literature: Chaucer, Malory, Spenser, Shakespeare|William Henry Schofield		
10.2307/800831	10.2307/800831	The National Council of Teachers of English: Proceedings of the First Annual Meeting, Chicago, December 1 and 2, 1911		The English Journal	1	1	1912-01-01T00:00:00Z	pp. 30-45	National Council of Teachers of English	mis			
10.2307/801212	10.2307/801212	Some Problems in English Composition	Rena M. Odell	The English Journal	4	10	1915-12-01T00:00:00Z	pp. 647-652	National Council of Teachers of English	fla			
10.2307/801644	10.2307/801644	Editorial: The Library in the School. Statistics and Comments		The English Journal	4	6	1915-06-01T00:00:00Z	pp. 408-410	National Council of Teachers of English	fla			
10.2307/801677	10.2307/801677	Book Notices		The English Journal	8	1	1919-01-01T00:00:00Z	p. 62	National Council of Teachers of English	mis			
10.2307/801716	10.2307/801716	The Teacher's Desk	Margaret Sherman	The English Journal	5	10	1916-12-01T00:00:00Z	p. 706	National Council of Teachers of English	fla			
10.2307/801623	10.2307/801623	The Development of Good Taste in Reading	Nelson Antrim Crawford	The English Journal	3	9	1914-11-01T00:00:00Z	pp. 562-567	National Council of Teachers of English	fla			
10.2307/801153	10.2307/801153	Poetry and the Filipinos	Philip Stevens	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 253-256	National Council of Teachers of English	fla			
10.2307/802437	10.2307/802437	Front Matter		The English Journal	9	2	1920-02-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801532	10.2307/801532	Front Matter		The English Journal	4	1	1915-01-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801027	10.2307/801027	[Letter from E. E. Chiles]	E. E. Chiles	The English Journal	2	9	1913-11-01T00:00:00Z	pp. 597-599	National Council of Teachers of English	fla			
10.2307/801105	10.2307/801105	The Play Producer's Notebook	Flora M. Prowdley	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 474-475	National Council of Teachers of English	fla			
10.2307/801202	10.2307/801202	Help the Economy Committee	C. H. Ward	The English Journal	7	6	1918-06-01T00:00:00Z	pp. 392-394	National Council of Teachers of English	fla			
10.2307/800829	10.2307/800829	The School and Current Fiction	Herbert Bates	The English Journal	1	1	1912-01-01T00:00:00Z	pp. 15-23	National Council of Teachers of English	fla			
10.2307/801216	10.2307/801216	"Turn Them Loose"	John Adams Taylor	The English Journal	4	10	1915-12-01T00:00:00Z	pp. 669-671	National Council of Teachers of English	fla			
10.2307/801848	10.2307/801848	The Aims of High-School English	Allan Abbott	The English Journal	1	8	1912-10-01T00:00:00Z	pp. 509-511	National Council of Teachers of English	fla			
10.2307/801011	10.2307/801011	Back Matter		The English Journal	6	4	1917-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801370	10.2307/801370	In Praise of Prevision	Sterling Andrus Leonard	The English Journal	4	8	1915-10-01T00:00:00Z	pp. 500-507	National Council of Teachers of English	fla			
10.2307/801710	10.2307/801710	Composition as One of the Arts	Elsie Nutting	The English Journal	5	10	1916-12-01T00:00:00Z	pp. 671-679	National Council of Teachers of English	fla			
10.2307/801658	10.2307/801658	News and Notes		The English Journal	5	3	1916-03-01T00:00:00Z	pp. 213-219	National Council of Teachers of English	mis			
10.2307/802659	10.2307/802659	Socializing Dramatics	Margaret M. Skinner	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 448-456	National Council of Teachers of English	fla			
10.2307/802449	10.2307/802449	News and Notes	Florence H. Carpenter, Frederick H. Bair, Norman K. Frick, James M. Spinning, Nellie W. Donley	The English Journal	9	2	1920-02-01T00:00:00Z	pp. 115-121	National Council of Teachers of English	mis			
10.2307/801002	10.2307/801002	Kinaesthesia, a New Aid to the Teaching of Speech	James Sonnett Greene	The English Journal	6	4	1917-04-01T00:00:00Z	pp. 248-253	National Council of Teachers of English	fla			
10.2307/801318	10.2307/801318	Teaching Freshmen to Spell	John A. Lester	The English Journal	5	6	1916-06-01T00:00:00Z	pp. 404-410	National Council of Teachers of English	fla			
10.2307/801334	10.2307/801334	The Alternative English III, Second Semester: Vocations, Citizenship, and Amusements: A Course for Weak Juniors	Frank J. Platt	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 468-470	National Council of Teachers of English	fla			
10.2307/802439	10.2307/802439	The Teaching of Opera Librettos	Paul P. Kies	The English Journal	9	2	1920-02-01T00:00:00Z	pp. 71-79	National Council of Teachers of English	fla			
10.2307/801420	10.2307/801420	News and Notes		The English Journal	7	10	1918-12-01T00:00:00Z	pp. 664-668	National Council of Teachers of English	mis			
10.2307/800886	10.2307/800886	"Old Purist Junk"	Sterling Andrus Leonard	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 295-302	National Council of Teachers of English	fla			
10.2307/801808	10.2307/801808	We Must Not Be Enemies	C. H. Ward	The English Journal	5	2	1916-02-01T00:00:00Z	pp. 131-134	National Council of Teachers of English	fla			
10.2307/801853	10.2307/801853	A Shakespeare Festival in Time of War: Impressions of Martial and Dramatic Enthusiasm in Stratford When the European War Broke out	Clarence Stratton	The English Journal	5	9	1916-11-01T00:00:00Z	pp. 585-589	National Council of Teachers of English	fla			
10.2307/801405	10.2307/801405	Editorial: English Composition at Princeton. What of the Classics? "Elocution Redivivus"		The English Journal	4	4	1915-04-01T00:00:00Z	pp. 271-272	National Council of Teachers of English	fla			
10.2307/801043	10.2307/801043	The College Curriculum in Literature	Raymond MacDonald Alden	The English Journal	2	5	1913-05-01T00:00:00Z	pp. 271-282	National Council of Teachers of English	fla			
10.2307/801123	10.2307/801123	A German View of American Letters	Ellen Fitz Gerald	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 618-619	National Council of Teachers of English	brv	American Literature|Leon Kellner;Julia Franklin		
10.2307/800949	10.2307/800949	Books the Undergraduate Should Know: A List of "Fifty Best Books"	Edwin Watts Chubb	The English Journal	2	4	1913-04-01T00:00:00Z	pp. 249-253	National Council of Teachers of English	fla			
10.2307/801397	10.2307/801397	No Set Requirement of English Composition in the Freshman Year	Charles G. Osgood	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 231-235	National Council of Teachers of English	fla			
10.2307/801799	10.2307/801799	Digest of Periodical Literature	Elvira D. Cabell	The English Journal	4	2	1915-02-01T00:00:00Z	pp. 138-140	National Council of Teachers of English	mis			
10.2307/801686	10.2307/801686	A Composition Course Based on the War	Cornelia Carhart Ward	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 207-212	National Council of Teachers of English	fla			
10.2307/801307	10.2307/801307	Editorial: The Speech Campaign. An Item for Explanation	E. M. H.	The English Journal	8	7	1919-09-01T00:00:00Z	pp. 436-438	National Council of Teachers of English	fla			
10.2307/802645	10.2307/802645	The Game of Debate	E. B. Richards	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 147-152	National Council of Teachers of English	fla			
10.2307/802186	10.2307/802186	The Examiner's Catechism	C. C. Certain	The English Journal	9	5	1920-05-01T00:00:00Z	p. 286	National Council of Teachers of English	fla			
10.2307/801356	10.2307/801356	Dramatizations of Popular Tales	Louis N. Feipel	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 439-446	National Council of Teachers of English	fla			
10.2307/801331	10.2307/801331	Oral Exposition for Colleges and High Schools: Second Article	E. E. Chiles	The English Journal	4	7	1915-09-01T00:00:00Z	pp. 458-464	National Council of Teachers of English	fla			
10.2307/802977	10.2307/802977	The Play Course in High School	Frank G. Tompkins	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 530-533	National Council of Teachers of English	fla			
10.2307/802142	10.2307/802142	To My Little Pocket Shakespeare	Annette Wynne	The English Journal	9	4	1920-04-01T00:00:00Z	p. 231	National Council of Teachers of English	fla			
10.2307/800865	10.2307/800865	Editorial: The Gate Which Must Be Defended. The Publicity Committee. Our "Vade Mecum." The Richmond Meeting		The English Journal	3	2	1914-02-01T00:00:00Z	pp. 124-125	National Council of Teachers of English	fla			
10.2307/800872	10.2307/800872	By Means of Letters	Frank Aydelotte, Percy Marks	The English Journal	6	3	1917-03-01T00:00:00Z	pp. 156-169	National Council of Teachers of English	fla			
10.2307/801447	10.2307/801447	A Composition on Red Ink	Alfred M. Hitchcock	The English Journal	1	5	1912-05-01T00:00:00Z	pp. 273-277	National Council of Teachers of English	fla			
10.2307/801653	10.2307/801653	"A Merry Meeting at the Mermaid"	Hermine Foelske	The English Journal	5	3	1916-03-01T00:00:00Z	pp. 190-195	National Council of Teachers of English	fla			
10.2307/801684	10.2307/801684	The Measurement of Written Composition in Grades IV to VIII	Matthew H. Willing	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 193-202	National Council of Teachers of English	fla			
10.2307/801630	10.2307/801630	Digest of Periodical Literature	Elvira D. Cabell	The English Journal	3	9	1914-11-01T00:00:00Z	pp. 593-596	National Council of Teachers of English	mis			
10.2307/801023	10.2307/801023	A Course in Letter-Writing	Alice T. Bidwell	The English Journal	2	9	1913-11-01T00:00:00Z	pp. 562-566	National Council of Teachers of English	fla			
10.2307/801118	10.2307/801118	After the Show	A. A.	The English Journal	4	9	1915-11-01T00:00:00Z	pp. 599-601	National Council of Teachers of English	fla			
10.2307/801547	10.2307/801547	Editorial: The Workman and His Hire		The English Journal	8	3	1919-03-01T00:00:00Z	p. 194	National Council of Teachers of English	fla			
10.2307/801833	10.2307/801833	Paragraphs as Trains	L. W. Crawford, Jr.	The English Journal	1	10	1912-12-01T00:00:00Z	p. 644	National Council of Teachers of English	fla			
10.2307/801915	10.2307/801915	The Examiner's Catechism	C. C. Certain	The English Journal	9	6	1920-06-01T00:00:00Z	pp. 349-350	National Council of Teachers of English	fla			
10.2307/801559	10.2307/801559	Book Notices		The English Journal	7	1	1918-01-01T00:00:00Z	p. 76	National Council of Teachers of English	mis			
10.2307/801800	10.2307/801800	Teaching Freshmen to Use Their Minds	S. L.	The English Journal	4	2	1915-02-01T00:00:00Z	p. 141	National Council of Teachers of English	brv	Freshman Rhetoric|John Rothwell Slater		
10.2307/800834	10.2307/800834	More Simple and Definite Standards	James M. Powers	The English Journal	1	1	1912-01-01T00:00:00Z	p. 50	National Council of Teachers of English	fla			
10.2307/801040	10.2307/801040	News and Notes		The English Journal	8	8	1919-10-01T00:00:00Z	pp. 508-515	National Council of Teachers of English	mis			
10.2307/801554	10.2307/801554	Seeing Classics as Wholes	Howard R. Driggs	The English Journal	7	1	1918-01-01T00:00:00Z	pp. 7-14	National Council of Teachers of English	fla			
10.2307/801448	10.2307/801448	A Recent Experiment with Magazine Literature	Frederick William Edgerton	The English Journal	1	5	1912-05-01T00:00:00Z	pp. 278-283	National Council of Teachers of English	fla			
10.2307/801127	10.2307/801127	Another Experiment in Problem Teaching	A. Bess Clark	The English Journal	8	4	1919-04-01T00:00:00Z	pp. 218-224	National Council of Teachers of English	fla			
10.2307/801207	10.2307/801207	Book Notices		The English Journal	7	6	1918-06-01T00:00:00Z	pp. 410-411	National Council of Teachers of English	mis			
10.2307/801085	10.2307/801085	For the Director of Dramatics	Alec M. Drummond	The English Journal	6	10	1917-12-01T00:00:00Z	pp. 658-663	National Council of Teachers of English	fla			
10.2307/801717	10.2307/801717	Editorial: The National Speech League		The English Journal	5	10	1916-12-01T00:00:00Z	p. 707	National Council of Teachers of English	fla			
10.2307/801063	10.2307/801063	News and Notes	Sarah J. McNary, Theodore C. Mitchill, J. W. Searson, James B. Smiley, Ernest C. Noyes, Alda M. Stephens, Benjamin A. Heydrick, John D. Minnick, William W. Lamb, T. H. Guild	The English Journal	1	9	1912-11-01T00:00:00Z	pp. 573-584	National Council of Teachers of English	mis			
10.2307/801429	10.2307/801429	The Examiner's Catechism		The English Journal	8	6	1919-06-01T00:00:00Z	pp. 380-381	National Council of Teachers of English	fla			
10.2307/802981	10.2307/802981	Editorial: The Decennial. Selling Ourselves. A Double Opportunity	J. F. H., W. Wilbur Hatfield	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 540-542	National Council of Teachers of English	fla			
10.2307/801270	10.2307/801270	The New Teacher of English	Charles S. Pendleton	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 575-583	National Council of Teachers of English	fla			
10.2307/801482	10.2307/801482	News and Notes	E. H. Kemper McComb	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 663-670	National Council of Teachers of English	mis			
10.2307/801492	10.2307/801492	The Lament of an under Dog	U. D.	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 181-182	National Council of Teachers of English	fla			
10.2307/802187	10.2307/802187	Be a Patriot in Thought, in Deed, in Speech	Frances Starin Felten	The English Journal	9	5	1920-05-01T00:00:00Z	p. 287	National Council of Teachers of English	fla			
10.2307/801249	10.2307/801249	Editorial: Work for the Council		The English Journal	8	9	1919-11-01T00:00:00Z	pp. 580-581	National Council of Teachers of English	fla			
10.2307/801654	10.2307/801654	A High-School Course in Library Use	Elizabeth Madison	The English Journal	5	3	1916-03-01T00:00:00Z	pp. 196-207	National Council of Teachers of English	fla			
10.2307/802133	10.2307/802133	Teaching Literature	Edward William Dolch, Jr.	The English Journal	9	4	1920-04-01T00:00:00Z	pp. 185-193	National Council of Teachers of English	fla			
10.2307/801136	10.2307/801136	A Few Reasons Why	Sarah J. McNary	The English Journal	1	6	1912-06-01T00:00:00Z	pp. 351-358	National Council of Teachers of English	fla			
10.2307/801403	10.2307/801403	Motiving English Composition	Mary A. Hinkley	The English Journal	4	4	1915-04-01T00:00:00Z	pp. 266-269	National Council of Teachers of English	fla			
10.2307/801225	10.2307/801225	The Writing and Dramatization of the Eighth-Grade Play	Mrs. Iola R. Storm	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 251-255	National Council of Teachers of English	fla			
10.2307/800956	10.2307/800956	Training for Teaching Composition in Colleges	J. M. Thomas	The English Journal	5	7	1916-09-01T00:00:00Z	pp. 447-457	National Council of Teachers of English	fla			
10.2307/801476	10.2307/801476	Entrance Literature and the Ancient Classics	Martha Hale Shackford	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 644-652	National Council of Teachers of English	fla			
10.2307/801424	10.2307/801424	Poetry and Freedom	Edwin L. Miller	The English Journal	8	6	1919-06-01T00:00:00Z	pp. 341-354	National Council of Teachers of English	fla			
10.2307/801831	10.2307/801831	Proceedings of the Second Annual Meeting of the National Council		The English Journal	1	10	1912-12-01T00:00:00Z	p. 641	National Council of Teachers of English	mis			
10.2307/800894	10.2307/800894	Editorial: The Passing of the National Conference		The English Journal	7	5	1918-05-01T00:00:00Z	p. 338	National Council of Teachers of English	fla			
10.2307/801191	10.2307/801191	Editorial: A New Fable of Bidpai		The English Journal	1	2	1912-02-01T00:00:00Z	pp. 122-123	National Council of Teachers of English	fla			
10.2307/801581	10.2307/801581	Those Long Themes	M. Ellwood Smith	The English Journal	5	5	1916-05-01T00:00:00Z	pp. 346-349	National Council of Teachers of English	fla			
10.2307/800864	10.2307/800864	[Letter from a Subscriber Who Has Paid]		The English Journal	3	2	1914-02-01T00:00:00Z	p. 123	National Council of Teachers of English	fla			
10.2307/801749	10.2307/801749	The Coroner on "English Literature"	M. Ellwood Smith	The English Journal	7	9	1918-11-01T00:00:00Z	pp. 551-556	National Council of Teachers of English	fla			
10.2307/801353	10.2307/801353	Inhibitions, Habits, and the Student's Right of Way	Harold G. Merriam	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 419-427	National Council of Teachers of English	fla			
10.2307/800849	10.2307/800849	Some Preliminary Considerations in Planning the Revision of Grammatical Terminology	Gertrude Buck	The English Journal	2	1	1913-01-01T00:00:00Z	pp. 11-17	National Council of Teachers of English	fla			
10.2307/801740	10.2307/801740	Scientific Principles in the Teaching of Composition	Sherwin Cody	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 161-172	National Council of Teachers of English	fla			
10.2307/802078	10.2307/802078	Editorial: Certainty versus Fumbling		The English Journal	8	10	1919-12-01T00:00:00Z	pp. 638-639	National Council of Teachers of English	fla			
10.2307/801362	10.2307/801362	To Columbus	Ruth Carver	The English Journal	7	7	1918-09-01T00:00:00Z	pp. 465-466	National Council of Teachers of English	fla			
10.2307/801748	10.2307/801748	Front Matter		The English Journal	7	9	1918-11-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801452	10.2307/801452	An Experiment in Senior English	J. Milnor Dorey	The English Journal	1	5	1912-05-01T00:00:00Z	pp. 302-305	National Council of Teachers of English	fla			
10.2307/801099	10.2307/801099	Can We Teach Appreciation of Poetry?	Margaret Sturdevant	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 437-444	National Council of Teachers of English	fla			
10.2307/801494	10.2307/801494	[Letter from L. E. Wolfe]	L. E. Wolfe	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 183-184	National Council of Teachers of English	fla			
10.2307/801261	10.2307/801261	The American Spirit	Edith M. Penny	The English Journal	7	2	1918-02-01T00:00:00Z	pp. 129-132	National Council of Teachers of English	fla			
10.2307/801647	10.2307/801647	Book Notices		The English Journal	4	6	1915-06-01T00:00:00Z	pp. 421-425	National Council of Teachers of English	mis			
10.2307/801158	10.2307/801158	Editorial: "Comprehensive" and "Restricted". The New York Meeting		The English Journal	5	4	1916-04-01T00:00:00Z	pp. 281-282	National Council of Teachers of English	fla			
10.2307/801019	10.2307/801019	Book Notices		The English Journal	3	1	1914-01-01T00:00:00Z	pp. 67-68	National Council of Teachers of English	mis			
10.2307/802189	10.2307/802189	News and Notes	J. L. Haney	The English Journal	9	5	1920-05-01T00:00:00Z	pp. 289-298	National Council of Teachers of English	mis			
10.2307/801499	10.2307/801499		Walter Barnes	The English Journal	3	3	1914-03-01T00:00:00Z	pp. 196-197	National Council of Teachers of English	brv	Live Language Lessons|Howard R. Driggs		
10.2307/801876	10.2307/801876	Book Notices		The English Journal	3	6	1914-06-01T00:00:00Z	pp. 397-398	National Council of Teachers of English	mis			
10.2307/801754	10.2307/801754	The Game of Correct English	Lucy S. McCarty	The English Journal	7	9	1918-11-01T00:00:00Z	pp. 588-591	National Council of Teachers of English	fla			
10.2307/801484	10.2307/801484	The Freshman Composition Problem	J. F. H.	The English Journal	3	10	1914-12-01T00:00:00Z	pp. 676-677	National Council of Teachers of English	brv	A Freshman Course in English|Frank W. Cady		
10.2307/801497	10.2307/801497	Editorial: Hopeful Projects		The English Journal	3	3	1914-03-01T00:00:00Z	p. 186	National Council of Teachers of English	fla			
10.2307/801726	10.2307/801726	The Redistribution of the Content of Some High-School Courses	Vincil C. Coulter	The English Journal	3	8	1914-10-01T00:00:00Z	pp. 490-499	National Council of Teachers of English	fla			
10.2307/801102	10.2307/801102	The New Emphasis of Oral English	Clarence Stratton	The English Journal	6	7	1917-09-01T00:00:00Z	pp. 463-471	National Council of Teachers of English	fla			
10.2307/801648	10.2307/801648	Front Matter		The English Journal	5	3	1916-03-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801150	10.2307/801150	What the Shakespeare Tercentenary Celebration Might Mean for the Schools	Percival Chubb	The English Journal	5	4	1916-04-01T00:00:00Z	pp. 237-240	National Council of Teachers of English	fla			
10.2307/800890	10.2307/800890	The English Examination	Mary Callum Wiley	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 327-330	National Council of Teachers of English	fla			
10.2307/801204	10.2307/801204	The Play Producer's Notebook		The English Journal	7	6	1918-06-01T00:00:00Z	p. 396	National Council of Teachers of English	fla			
10.2307/801224	10.2307/801224	The Bible, the Greeks, and Oral English	Frederick H. Bair	The English Journal	7	4	1918-04-01T00:00:00Z	pp. 245-250	National Council of Teachers of English	fla			
10.2307/800860	10.2307/800860	Everystudent	Minna Lewinson	The English Journal	3	2	1914-02-01T00:00:00Z	pp. 109-117	National Council of Teachers of English	fla			
10.2307/801015	10.2307/801015	The Present Possibilities of Oral English in High Schools	Emma J. Breck	The English Journal	3	1	1914-01-01T00:00:00Z	pp. 28-37	National Council of Teachers of English	fla			
10.2307/800986	10.2307/800986	Outside Reading in the Eugene High School	F. A. Scofield	The English Journal	5	8	1916-10-01T00:00:00Z	pp. 544-548	National Council of Teachers of English	fla			
10.2307/801703	10.2307/801703	Method à la Mode	V. C. C.	The English Journal	3	4	1914-04-01T00:00:00Z	pp. 256-259	National Council of Teachers of English	brv	Method and Methods in the Teaching of English|I. E. Goldwasser		
10.2307/801430	10.2307/801430	For the Poetry Student of 2219	Clarence Stratton	The English Journal	8	6	1919-06-01T00:00:00Z	pp. 381-382	National Council of Teachers of English	fla			
10.2307/801570	10.2307/801570	[Letter from W. W. Frost]	W. W. Frost	The English Journal	2	6	1913-06-01T00:00:00Z	pp. 390-391	National Council of Teachers of English	fla			
10.2307/801248	10.2307/801248	The Blessed Blunder	Alice I. Hazeltine	The English Journal	8	9	1919-11-01T00:00:00Z	pp. 577-579	National Council of Teachers of English	fla			
10.2307/801855	10.2307/801855	The Correction and Criticism of Composition Work	Sterling Andrus Leonard	The English Journal	5	9	1916-11-01T00:00:00Z	pp. 598-604	National Council of Teachers of English	fla			
10.2307/800885	10.2307/800885	Required Work in Literature for Undergraduates	Edwin Greenlaw	The English Journal	7	5	1918-05-01T00:00:00Z	pp. 285-294	National Council of Teachers of English	fla			
10.2307/801432	10.2307/801432	News and Notes	Clarence Stratton, Claudia E. Crumpton	The English Journal	8	6	1919-06-01T00:00:00Z	pp. 385-395	National Council of Teachers of English	mis			
10.2307/802667	10.2307/802667	News and Notes	Claudia Crumpton	The English Journal	9	8	1920-10-01T00:00:00Z	pp. 478-488	National Council of Teachers of English	mis			
10.2307/800919	10.2307/800919	Working Back to Chaucer	Lelia Bascom	The English Journal	3	7	1914-09-01T00:00:00Z	pp. 443-444	National Council of Teachers of English	fla			
10.2307/801003	10.2307/801003	A Compulsory Course in Common-Sense	Esca G. Rodger	The English Journal	6	4	1917-04-01T00:00:00Z	pp. 254-263	National Council of Teachers of English	fla			
10.2307/801496	10.2307/801496	Sonnet	Henry Brune	The English Journal	3	3	1914-03-01T00:00:00Z	p. 185	National Council of Teachers of English	fla			
10.2307/801772	10.2307/801772	News and Notes	L. W. Payne, Jr., Edwin Fairley	The English Journal	8	5	1919-05-01T00:00:00Z	pp. 330-336	National Council of Teachers of English	mis			
10.2307/801582	10.2307/801582	A Study in the Teaching of a Mother-Tongue	C. W. Park	The English Journal	5	5	1916-05-01T00:00:00Z	pp. 350-356	National Council of Teachers of English	fla			
10.2307/802974	10.2307/802974	A Question of Motive	Otelia Cromwell	The English Journal	9	9	1920-11-01T00:00:00Z	pp. 509-518	National Council of Teachers of English	fla			
10.2307/801914	10.2307/801914	A Side Light on Dramatization	Katherine G. Wightman	The English Journal	9	6	1920-06-01T00:00:00Z	pp. 348-349	National Council of Teachers of English	fla			
10.2307/801506	10.2307/801506	Composition in the Open	Helen Ogden Mahin	The English Journal	6	2	1917-02-01T00:00:00Z	pp. 103-107	National Council of Teachers of English	fla			
10.2307/801736	10.2307/801736	A Children's Play at the University of Wisconsin	Harry Kendall Bassett	The English Journal	1	3	1912-03-01T00:00:00Z	pp. 146-148	National Council of Teachers of English	fla			
10.2307/801387	10.2307/801387	Another Fable of Bidpai--The Song-Birds and the Domestic Fowls	Robert H. Fletcher	The English Journal	1	4	1912-04-01T00:00:00Z	pp. 234-235	National Council of Teachers of English	fla			
10.2307/801017	10.2307/801017	News and Notes	C. E. Thomas, S. A. Lynch	The English Journal	3	1	1914-01-01T00:00:00Z	pp. 61-64	National Council of Teachers of English	mis			
10.2307/801824	10.2307/801824	College English Composition	John W. Cunliffe	The English Journal	1	10	1912-12-01T00:00:00Z	pp. 591-600	National Council of Teachers of English	fla			
10.2307/800995	10.2307/800995	Back Matter		The English Journal	5	8	1916-10-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801683	10.2307/801683	Some Continental Plays for Amateurs	Alec M. Drummond	The English Journal	7	3	1918-03-01T00:00:00Z	pp. 187-192	National Council of Teachers of English	fla			
10.2307/802646	10.2307/802646	When Greek Meets Anglo-Saxon	G. R. Elliott	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 153-155	National Council of Teachers of English	fla			
10.2307/801177	10.2307/801177	The Demands of the Business World for Good English	W. R. Heath	The English Journal	2	3	1913-03-01T00:00:00Z	pp. 171-177	National Council of Teachers of English	fla			
10.2307/800996	10.2307/800996	Front Matter		The English Journal	6	4	1917-04-01T00:00:00Z		National Council of Teachers of English	mis			
10.2307/801701	10.2307/801701	Editorial: The Investigation of English Teaching. As to Teachers in Elementary Schools. A Question Box. A Meeting at St. Paul		The English Journal	3	4	1914-04-01T00:00:00Z	pp. 248-249	National Council of Teachers of English	fla			
10.2307/802157	10.2307/802157	Moonlight	Florence A. Messick	The English Journal	9	7	1920-09-01T00:00:00Z	p. 419	National Council of Teachers of English	fla			
10.2307/801277	10.2307/801277	The Play Producer's Notebook	J. Milnor Dorey	The English Journal	6	9	1917-11-01T00:00:00Z	pp. 619-620	National Council of Teachers of English	fla			
10.2307/801854	10.2307/801854	Some Achievements in the Establishment of a Standard for the Measurement of English Composition in the Bloomington, Indiana, Schools	Earl Hudelson	The English Journal	5	9	1916-11-01T00:00:00Z	pp. 590-597	National Council of Teachers of English	fla			
10.2307/800832	10.2307/800832	Editorial: The Significance of the Organization of the National Council. Shall "Laboratory Work" in Composition Be Given Up?		The English Journal	1	1	1912-01-01T00:00:00Z	pp. 46-48	National Council of Teachers of English	fla			
10.2307/801780	10.2307/801780	An Experiment in the Training of Teachers of Composition for Work with College Freshmen	Chester Noyes Greenough	The English Journal	2	2	1913-02-01T00:00:00Z	pp. 109-121	National Council of Teachers of English	fla			
10.2307/800977	10.2307/800977	Up to the Times in the Classroom	Margery Gordon	The English Journal	6	8	1917-10-01T00:00:00Z	pp. 559-562	National Council of Teachers of English	fla			
10.2307/801160	10.2307/801160	Evening		The English Journal	5	4	1916-04-01T00:00:00Z	p. 293	National Council of Teachers of English	fla			
10.2307/801573	10.2307/801573	News and Notes		The English Journal	2	6	1913-06-01T00:00:00Z	pp. 394-403	National Council of Teachers of English	mis			
10.2307/801622	10.2307/801622	Three Jewish Fathers	Gilbert Cosulich	The English Journal	3	9	1914-11-01T00:00:00Z	pp. 558-561	National Council of Teachers of English	fla			
10.2307/801621	10.2307/801621	English in the Normal School	C. R. Rounds	The English Journal	3	9	1914-11-01T00:00:00Z	pp. 553-557	National Council of Teachers of English	fla			
10.2307/801445	10.2307/801445	Book Notices		The English Journal	1	7	1912-09-01T00:00:00Z	pp. 455-456	National Council of Teachers of English	mis			
10.2307/802648	10.2307/802648	What Some Middle-West Women like to Read	Alice Bidwell	The English Journal	9	3	1920-03-01T00:00:00Z	pp. 168-170	National Council of Teachers of English	fla			
10.2307/800959	10.2307/800959	The Social Problems of Our Little Town--and How We Met Them	Alma Allison	The English Journal	5	7	1916-09-01T00:00:00Z	pp. 477-482	National Council of Teachers of English	fla			
10.2307/801411	10.2307/801411	Teaching the Bible in the Junior High School	Charles S. Pendleton	The English Journal	7	10	1918-12-01T00:00:00Z	pp. 623-636	National Council of Teachers of English	fla			
10.2307/800845	10.2307/800845	Grammar for Teachers	Cyrus Lauron Hooper	The English Journal	1	1	1912-01-01T00:00:00Z	p. 62	National Council of Teachers of English	brv	Grammar and Its Reasons, for Students and Teachers of the English Tongue|Mary Hall Leonard		
