WORDCOUNTS,WEIGHT
the,172
of,123
and,103
a,97
to,82
in,78
is,75
that,58
it,48
we,46
as,38
he,32
art,31
be,31
not,30
but,29
or,26
by,26
her,23
which,23
have,23
with,22
this,22
his,21
for,20
s,19
our,19
may,18
one,18
from,18
has,18
an,18
are,17
can,17
i,16
on,16
if,15
us,15
experience,15
all,14
what,14
them,14
was,13
so,13
she,12
they,12
life,12
will,11
work,11
who,10
do,9
course,9
their,8
simply,8
aesthetic,8
works,8
some,8
practical,8
aesthetics,8
people,8
would,8
him,8
world,8
make,7
first,7
more,7
novel,7
there,7
croce,7
because,7
made,7
its,7
things,7
into,7
always,7
does,6
no,6
been,6
artist,6
why,6
english,6
before,6
see,6
woman,6
own,6
good,6
you,6
unity,6
when,6
get,5
certain,5
must,5
every,5
beautiful,5
very,5
contemporary,5
man,5
whether,5
theory,5
literature,5
story,5
say,5
whole,5
were,5
young,5
up,5
even,5
journal,5
at,4
career,4
live,4
any,4
wright,4
these,4
being,4
only,4
also,4
view,4
put,4
many,4
ought,4
children,4
tells,4
abercrombie,4
never,4
mind,4
perhaps,4
gives,4
heroine,4
part,4
through,4
moral,4
such,4
painter,4
should,4
point,4
than,4
go,3
whose,3
dies,3
chance,3
usually,3
novelist,3
lines,3
after,3
american,3
often,3
sort,3
yet,3
hutchinson,3
means,3
read,3
nature,3
then,3
instance,3
just,3
something,3
claire,3
girl,3
love,3
certainly,3
here,3
business,3
know,3
toward,3
might,3
over,3
longer,3
principles,3
critic,3
found,3
time,3
readers,3
mr,3
impinge,3
reading,3
where,3
tragedy,3
form,3
cannot,3
books,3
while,3
well,3
another,3
too,3
apparent,3
himself,3
subject,3
representation,3
actually,3
actual,3
nothing,3
popular,3
analyzing,3
author,3
virtues,3
upon,3
needs,3
having,3
portrait,3
single,3
criterion,3
lyric,3
those,3
virtue,3
inevitability,3
culmination,2
book,2
grandchild,2
second,2
slender,2
me,2
give,2
matter,2
espalier,2
way,2
rather,2
purely,2
main,2
indeed,2
happy,2
drama,2
pale,2
judging,2
idea,2
attitude,2
modernism,2
prove,2
outer,2
told,2
approaches,2
itself,2
reason,2
bad,2
perfect,2
under,2
poets,2
thesis,2
established,2
literary,2
preconceptions,2
home,2
complete,2
absence,2
changing,2
hang,2
ogden,2
ever,2
major,2
picture,2
mere,2
production,2
left,2
other,2
death,2
paragraph,2
experienced,2
had,2
result,2
my,2
different,2
engaged,2
hemon,2
treated,2
priori,2
loved,2
could,2
method,2
experiencer,2
simple,2
richards,2
emotion,2
out,2
conventionally,2
break,2
end,2
everything,2
associated,2
meanwhile,2
real,2
away,2
pictures,2
free,2
seldom,2
feature,2
agree,2
late,2
took,2
hand,2
criteria,2
let,2
ruined,2
reactions,2
tell,2
together,2
material,2
deep,2
sophisticated,2
your,2
affair,2
recommend,2
day,2
great,2
naively,2
minded,2
almost,2
chaotic,2
felt,2
w,2
filthy,2
categories,2
coherent,2
examples,2
phenomena,2
moralist,2
son,2
women,2
leafless,2
bell,2
example,2
realistic,2
judge,2
louis,2
use,2
place,2
phenomenon,2
processes,2
think,2
thus,2
complicated,2
characters,2
inner,2
against,2
authors,2
october,2
police,2
points,2
poetry,2
appearance,2
relatively,2
move,2
although,2
like,2
field,2
need,2
high,2
order,2
off,2
philosophy,2
thing,2
nor,2
latter,2
am,2
article,2
feelings,2
imaginative,2
leaves,2
between,2
suitable,2
effect,2
wicked,2
dark,2
hard,2
application,2
vice,2
saw,2
jones,2
word,2
reducing,2
widely,2
freud,1
appeal,1
sufficiently,1
imaginatively,1
domesticity,1
frequent,1
marked,1
pay,1
betrayed,1
indication,1
ending,1
kant,1
therefore,1
schools,1
lyrical,1
marries,1
churchill,1
authority,1
profoundly,1
rottenness,1
transform,1
ugliness,1
irregularities,1
done,1
rapport,1
precious,1
child,1
forever,1
essential,1
minor,1
following,1
window,1
rejoice,1
chaos,1
fineness,1
common,1
symbolized,1
delicately,1
mother,1
contingent,1
aim,1
growth,1
foreign,1
mark,1
giving,1
tints,1
writing,1
wrote,1
how,1
prose,1
fabrics,1
mystical,1
truth,1
limited,1
play,1
select,1
wait,1
transmits,1
flatters,1
brief,1
unblurred,1
nearly,1
happen,1
benedetto,1
process,1
remote,1
mean,1
success,1
completely,1
austere,1
seen,1
analyzes,1
still,1
