WORDCOUNTS,WEIGHT
the,110
of,74
and,46
a,39
to,35
e,34
in,24
for,24
is,20
english,17
university,14
by,14
with,13
book,13
i,13
high,13
be,13
school,12
new,12
are,11
cents,11
on,11
as,11
york,10
or,9
literature,9
study,9
chicago,9
w,8
m,8
s,8
c,8
single,7
copies,7
year,7
postage,6
each,6
subscriptions,6
which,6
may,5
it,5
b,5
american,5
special,5
from,5
volume,5
all,5
j,5
poetry,5
course,5
price,5
at,4
will,4
o,4
essential,4
plays,4
grade,4
schools,4
h,4
total,4
no,4
that,4
company,4
avenue,4
reading,4
michigan,4
british,4
material,4
has,4
both,4
including,4
press,4
yearly,4
dakota,4
this,4
illinois,4
g,4
mr,4
than,4
north,4
common,3
short,3
islands,3
college,3
make,3
one,3
rules,3
v,3
orders,3
practice,3
most,3
only,3
definite,3
more,3
shanghai,3
business,3
untermeyer,3
supplied,3
p,3
hosic,3
wide,3
work,3
these,3
supply,3
publishers,3
journal,3
minimum,3
edwin,3
meet,3
exercises,3
such,3
authors,3
rhetoric,3
when,3
we,3
notes,3
should,3
ee,3
democracy,2
not,2
now,2
grammar,2
matter,2
contest,2
plan,2
various,2
letters,2
if,2
l,2
an,2
been,2
ruud,2
roast,2
month,2
dike,2
facts,2
certain,2
canada,2
their,2
class,2
often,2
extra,2
illustrations,2
form,2
less,2
edited,2
types,2
itself,2
send,2
modern,2
joseph,2
ie,2
addressed,2
falls,2
panama,2
complete,2
poets,2
following,2
n,2
numbers,2
series,2
but,2
grand,2
laura,2
two,2
department,2
t,2
street,2
long,2
three,2
principles,2
colorado,2
ii,2
detroit,2
natural,2
england,2
allan,2
other,2
teachers,2
available,2
head,2
meier,2
vernon,2
very,2
requirements,2
everything,2
squires,2
there,2
representative,2
further,2
henry,2
recommend,2
what,2
hilda,2
postal,2
list,2
yen,2
quote,2
japan,2
clarence,2
required,2
books,2
money,2
gives,2
u,2
tenth,2
oo,2
virginia,2
julia,2
discussion,2
made,2
upon,2
hundred,2
student,2
west,2
city,2
republic,2
whole,2
collection,2
abbott,2
writing,2
actual,2
london,2
full,2
review,2
gettemy,2
theme,2
editor,2
clear,2
have,2
publication,2
interest,2
co,2
individual,2
followed,2
pig,2
function,2
century,2
standard,2
between,2
young,2
charged,2
fourth,2
james,2
annual,2
scott,2
progress,2
much,2
macmillan,2
y,2
recent,2
ninth,2
catalogs,2
