WORDCOUNTS,WEIGHT
the,23
a,11
of,11
i,9
to,7
and,6
for,6
do,6
that,5
they,5
themes,4
with,4
was,4
scrapbook,4
things,3
it,3
see,3
in,3
care,3
are,3
class,3
is,3
not,3
pictures,3
there,3
students,2
go,2
have,2
no,2
picture,2
wish,2
s,2
an,2
know,2
all,2
make,2
descriptive,2
on,2
my,2
best,2
about,2
can,2
be,2
characters,2
year,2
watertown,2
dear,2
classroom,2
home,2
those,2
reading,1
englisei,1
where,1
what,1
from,1
colored,1
will,1
only,1
asking,1
such,1
low,1
poor,1
now,1
them,1
by,1
this,1
interesting,1
wisconsin,1
must,1
clear,1
furnished,1
two,1
cannot,1
worth,1
magazines,1
placed,1
theme,1
roguish,1
either,1
way,1
your,1
good,1
children,1
should,1
their,1
more,1
like,1
roses,1
while,1
number,1
illustration,1
so,1
fear,1
stockade,1
georgls,1
because,1
hood,1
studying,1
high,1
classic,1
important,1
or,1
dumb,1
you,1
pity,1
another,1
yours,1
drawing,1
cut,1
rascals,1
who,1
some,1
cedric,1
friends,1
each,1
rio,1
advertisements,1
small,1
expressed,1
mohicans,1
calling,1
these,1
easier,1
made,1
fact,1
whom,1
upon,1
teie,1
bored,1
del,1
one,1
peer,1
hold,1
rc,1
eyes,1
jeer,1
story,1
say,1
warm,1
adventure,1
desk,1
robin,1
texas,1
left,1
clearer,1
table,1
ndeau,1
brown,1
english,1
find,1
sincerely,1
when,1
drawn,1
hear,1
moat,1
makes,1
use,1
finley,1
kids,1
journal,1
near,1
delightful,1
hundred,1
doubt,1
collection,1
we,1
mischief,1
glow,1
whistle,1
people,1
writing,1
voices,1
school,1
svhich,1
last,1
written,1
accessible,1
were,1
chosen,1
cry,1
teaching,1
surrounding,1
adventures,1
moving,1
incentive,1
