WORDCOUNTS,WEIGHT
the,193
of,90
to,79
and,63
is,54
a,49
in,43
his,40
he,33
it,29
for,28
as,27
work,24
be,24
that,23
plan,22
pupil,22
with,18
are,18
dalton,17
which,17
on,17
at,16
but,15
teacher,14
not,13
or,13
their,13
by,13
has,13
s,12
all,11
do,11
they,10
class,10
teaching,10
may,9
own,9
how,8
before,8
well,8
child,7
one,7
these,7
my,7
some,7
this,7
can,7
up,7
pupils,7
special,6
from,6
more,6
many,6
new,6
there,6
where,6
while,6
day,6
because,6
literature,6
him,6
little,6
english,5
school,5
conferences,5
upon,5
heart,5
its,5
subject,5
go,5
have,5
good,5
individual,5
ago,5
would,5
so,5
standard,5
problems,5
much,5
does,4
girl,4
now,4
if,4
been,4
five,4
who,4
whole,4
into,4
feels,4
others,4
put,4
best,4
effort,4
time,4
composition,4
reading,4
month,4
them,4
necessary,4
given,4
laboratory,4
held,4
contract,4
subjects,4
when,4
activities,4
let,4
will,3
no,3
way,3
still,3
boy,3
life,3
study,3
about,3
schools,3
education,3
thought,3
old,3
first,3
every,3
also,3
each,3
together,3
found,3
hands,3
called,3
room,3
benefit,3
i,3
present,3
what,3
particular,3
gives,3
meetings,3
credit,3
accomplishment,3
conference,3
average,3
say,3
allows,3
were,3
sees,3
years,3
group,3
interest,3
things,3
learning,3
after,3
needs,3
few,3
back,3
classmates,3
always,3
contracts,3
journal,3
than,3
should,3
difficult,2
rate,2
units,2
give,2
meets,2
perfection,2
myself,2
becomes,2
opportunity,2
solves,2
passing,2
minutes,2
certain,2
often,2
grade,2
once,2
ways,2
get,2
under,2
was,2
presents,2
any,2
same,2
lessons,2
gets,2
must,2
four,2
ever,2
being,2
sit,2
offers,2
business,2
might,2
england,2
shows,2
comparatively,2
could,2
daily,2
assignments,2
speech,2
teachers,2
then,2
particularly,2
out,2
job,2
hundred,2
end,2
help,2
fresh,2
just,2
question,2
merely,2
better,2
studies,2
knows,2
within,2
lips,2
less,2
material,2
however,2
your,2
